zip_code_prefix;city;state;geom;geog;latitude_avg;longitude_avg
95010;caxias do sul;RS;;;-29.172729100166038;-51.20046833219573
4856;sao paulo;SP;;;-23.77240945047477;-46.694141540597954
28634;nova friburgo;RJ;;;-22.226324572778875;-42.52050278638942
4892;sao paulo;SP;;;-23.852049267769026;-46.71544006399719
27660;rio das flores;RJ;;;-22.15481536216779;-43.592772448519
2141;sao paulo;SP;;;-23.489125655104345;-46.57563101727822
86080;londrina;PR;;;-23.28193075133742;-51.18000242096855
5663;sao paulo;SP;;;-23.61480283970115;-46.72500444268959
35304;caratinga;MG;;;-19.76940892916495;-42.13623158474306
57640;taquarana;AL;;;-9.646474099375768;-36.49149384090242
12505;guaratingueta;SP;;;-22.81107305656438;-45.19828547125147
93990;morro reuter;RS;;;-29.541915910140517;-51.06864867979266
95600;taquara;RS;;;-29.648827519014347;-50.78100277488619
25860;werneck;RJ;;;-22.215702209253703;-43.31669558794168
86290;rancho alegre;PR;;;-23.07080355780767;-50.9130519888441
53210;olinda;PE;;;-7.998470548992969;-34.89654540813089
4306;sao paulo;SP;;;-23.62977799362336;-46.64021694393789
3086;sao paulo;SP;;;-23.52876008992264;-46.56920769167931
32370;contagem;MG;;;-19.9324459711404;-44.02778755015033
86690;colorado;PR;;;-22.83817968053156;-51.9775215993844
12318;jacarei;SP;;;-23.308631999999992;-45.95330475
89278;corupa;SC;;;-26.423574854935936;-49.24222454201851
41152;salvador;BA;;;-12.96185002189724;-38.46862252241677
14460;cristais paulista;SP;;;-20.402781105235142;-47.41854742759851
84300;tibagi;PR;;;-24.51587000958706;-50.40924472841926
93890;nova hartz;RS;;;-29.58133945586879;-50.87851133806305
5709;sao paulo;SP;;;-23.6189692262171;-46.7407723878376
23812;itaguai;RJ;;;-22.872199163803263;-43.77204292309963
95013;caxias do sul;RS;;;-29.15817748296765;-51.20612593982097
81290;curitiba;PR;;;-25.450512600611685;-49.36345292146108
69313;boa vista;RR;;;2.8175952424471613;-60.72869887557876
5185;sao paulo;SP;;;-23.44697897307979;-46.7472294060534
3682;sao paulo;SP;;;-23.519832548156256;-46.48133508243404
87430;tapejara;PR;;;-23.727448190441912;-52.86758715767643
76857;nova mamore;RO;;;-10.359146860343817;-64.80801458866125
64601;picos;PI;;;-7.076763985255019;-41.4721359549773
41215;salvador;BA;;;-12.933204341908628;-38.43798199742742
4428;sao paulo;SP;;;-23.684752708292493;-46.648860805297495
88524;lages;SC;;;-27.7960229686364;-50.280801448929545
76948;castanheiras;RO;;;-11.42791426453094;-61.95158448840573
29161;serra;ES;;;-20.234324999999945;-40.27391449999996
1331;sao paulo;SP;;;-23.562327520947598;-46.6503277425703
70632;brasilia;DF;;;-15.758356499999998;-47.93579999999999
18980;irape;SP;;;-23.06013835456896;-49.73815319962144
23042;rio de janeiro;RJ;;;-22.939034386606377;-43.56037003903831
13700;casa branca;SP;;;-21.77858754402216;-47.09381672518129
9041;santo andre;SP;;;-23.666655446303828;-46.53485782638931
2635;sao paulo;SP;;;-23.457101898695825;-46.64754972814356
7260;guarulhos;SP;;;-23.43342619829973;-46.51212334325156
38705;patos de minas;MG;;;-18.595278550574;-46.50764426430048
19230;estrela do norte;SP;;;-22.486331999999948;-51.67254949999996
70845;brasilia;DF;;;-15.774458712142962;-47.87677904665532
88240;sao joao batista;SC;;;-27.29777413959937;-48.860880726550846
33015;santa luzia;MG;;;-19.763735654477216;-43.84743536468751
74583;goiania;GO;;;-16.640529014291676;-49.29642419483108
1242;sao paulo;SP;;;-23.547526626983625;-46.65580327269316
60744;fortaleza;CE;;;-3.8007299999999447;-38.546944999999965
68488;breu branco;PA;;;-3.7752519494912353;-49.56591038523869
84430;imbituva;PR;;;-25.221893045911816;-50.59484314673367
4378;sao paulo;SP;;;-23.646246311207523;-46.66349868836885
94470;viamao;RS;;;-30.083666686856688;-51.08265281874019
2872;sao paulo;SP;;;-23.463327771856427;-46.67119970566675
32073;contagem;MG;;;-19.93329324324747;-44.12271422509215
56332;petrolina;PE;;;-9.389208908130886;-40.46319431127011
1534;sao paulo;SP;;;-23.56284740383172;-46.62391126354653
5174;sao paulo;SP;;;-23.481681401610015;-46.74096265652956
89285;sao bento do sul;SC;;;-26.204199355299167;-49.39876136228898
62570;bela cruz;CE;;;-3.061693817369852;-40.16599214193892
11454;guaruja;SP;;;-23.94045703052688;-46.28580088343238
27966;macae;RJ;;;-22.310943196464677;-41.72187679346239
64218;parnaiba;PI;;;-2.9154275767192086;-41.77509652336472
1530;sao paulo;SP;;;-23.586145389375964;-46.72796029067322
70735;brasilia;DF;;;-15.778699796124185;-47.88661075736597
74474;goiania;GO;;;-16.600417319288013;-49.31661266584666
72231;brasilia;DF;;;-15.84372601762118;-48.11611031164195
35411;antonio pereira;MG;;;-20.28905180518193;-43.47553634220103
38540;abadia dos dourados;MG;;;-18.491105178939936;-47.39826562372559
17206;jau;SP;;;-22.268158575592278;-48.56480100713664
45860;canavieiras;BA;;;-15.67671561025265;-38.94519639615488
70238;brasilia;DF;;;-15.812943376915673;-47.88946056026504
9380;maua;SP;;;-23.62698749235395;-46.47787233527612
8683;suzano;SP;;;-23.529356731919226;-46.31442922624533
78370;nova olimpia;MT;;;-14.783072033172042;-57.29076189263402
76380;goianesia;GO;;;-15.308464456723188;-49.12746143114073
38120;conceicao das alagoas;MG;;;-19.929644278855683;-48.3827306180796
89290;sao bento do sul;SC;;;-26.241614233866557;-49.44221509859792
89667;piratuba;SC;;;-27.418399801872027;-51.77096945329615
45545;ubaitaba;BA;;;-14.312456240295528;-39.3184252928058
35032;governador valadares;MG;;;-18.87187599180023;-41.96017180764623
14875;jaboticabal;SP;;;-21.25145570294516;-48.3473467162469
74605;goiania;GO;;;-16.678244999999947;-49.246810999999965
84060;ponta grossa;PR;;;-25.10028868526743;-50.21000605078199
98760;chiapetta;RS;;;-27.92141153807188;-53.9422010254883
53635;igarassu;PE;;;-7.871167561746253;-34.907362658895494
29309;cachoeiro de itapemirim;ES;;;-20.82174414746537;-41.12001429761453
8460;sao paulo;SP;;;-23.554681721622696;-46.393232741329534
78565;nova bandeirantes;MT;;;-9.848480733941562;-57.81539553888728
78750;rondonopolis;MT;;;-16.45301375160132;-54.67596894491884
3694;sao paulo;SP;;;-23.537922030359404;-46.47769578680452
8625;suzano;SP;;;-23.64503711350367;-46.31414423553099
7997;francisco morato;SP;;;-23.265669519443986;-46.73850966436476
83833;fazenda rio grande;PR;;;-25.635919522719284;-49.32299206659218
38570;guarda-mor;MG;;;-17.767613654159536;-47.09538818396859
60347;fortaleza;CE;;;-3.713355419095152;-38.59527923244273
19070;presidente prudente;SP;;;-22.15166474964295;-51.42951074720381
19180;alfredo marcondes;SP;;;-21.954653240904804;-51.41971584278843
6756;taboao da serra;SP;;;-23.606386840958358;-46.76874080680691
74594;goiania;GO;;;-16.621122664726037;-49.304394588630885
78110;varzea grande;MT;;;-15.644487426308524;-56.13548099278663
13803;mogi mirim;SP;;;-22.455719079469564;-46.977701463576665
22021;rio de janeiro;RJ;;;-22.96461688037396;-43.17706729349651
65215;viana;MA;;;-3.2173215699307445;-45.00224669748535
34650;sabara;MG;;;-19.86853646600826;-43.89453494074437
4279;sao paulo;SP;;;-23.599506583126537;-46.60601568665242
12289;cacapava;SP;;;-23.03401877566055;-45.77360059845524
16130;santo antonio do aracangua;SP;;;-20.93551873371896;-50.49691825522261
86804;apucarana;PR;;;-23.540448877849485;-51.45277360323112
3045;sao paulo;SP;;;-23.53884972661437;-46.59466392062438
4558;sao paulo;SP;;;-23.600486945034405;-46.6846314923826
58033;joao pessoa;PB;;;-7.113187518319255;-34.8398525026685
39804;teofilo otoni;MG;;;-17.85563237928638;-41.51569800863798
5676;sao paulo;SP;;;-23.59906476602805;-46.697072825148574
90150;porto alegre;RS;;;-30.05684742270184;-51.22278129782434
87395;rancho alegre d'oeste;PR;;;-24.3110537802851;-52.95329287782444
4939;sao paulo;SP;;;-23.690111259507173;-46.77166407132555
1512;sao paulo;SP;;;-23.553644898695826;-46.63261889578163
4913;sao paulo;SP;;;-23.67819995337295;-46.740778559120535
74415;goiania;GO;;;-16.688763899055633;-49.31156248449904
16305;penapolis;SP;;;-21.430873544820937;-50.08689271305702
85630;eneas marques;PR;;;-25.946690758470595;-53.160175396720575
29390;iuna;ES;;;-20.347608763449266;-41.53608997220348
74140;goiania;GO;;;-16.690919470384546;-49.27097863036399
91180;porto alegre;RS;;;-30.006108587281485;-51.10585507397993
84935;tomazina;PR;;;-23.77756978556728;-49.95469142163561
60330;fortaleza;CE;;;-3.7106719069210112;-38.58674646799872
40130;salvador;BA;;;-12.999676661953911;-38.52950608006811
2731;sao paulo;SP;;;-23.4949705881182;-46.69186350721336
8610;suzano;SP;;;-23.540654596710155;-46.3020791995823
35225;santa rita do itueto;MG;;;-19.35827466024913;-41.37968932269562
86047;londrina;PR;;;-23.35069393173468;-51.16308555117244
27288;volta redonda;RJ;;;-22.46640407937563;-44.09632304440533
70745;brasilia;DF;;;-15.769515161022476;-47.88705793226968
4174;sao paulo;SP;;;-23.634575496537547;-46.60830436372555
32341;contagem;MG;;;-19.934105134575645;-44.058949745074095
6526;santana de parnaiba;SP;;;-23.425262099277223;-46.92677819317873
7716;caieiras;SP;;;-23.34251792334343;-46.745811114511866
3691;sao paulo;SP;;;-23.532180003606676;-46.48430095989383
3238;sao paulo;SP;;;-23.59221029669916;-46.54858377462638
71530;brasilia;DF;;;-15.757977950556086;-47.84304782395499
3912;sao paulo;SP;;;-23.58457236663973;-46.52447003996194
55560;barreiros;PE;;;-8.815640338548715;-35.19146664451371
6502;santana de parnaiba;SP;;;-23.450970467943904;-46.92624839578164
4511;sao paulo;SP;;;-23.59554127061568;-46.66841659991919
89843;aguas frias;SC;;;-26.880533366316897;-52.862501232917424
4349;sao paulo;SP;;;-23.64750993282939;-46.64190548626578
56800;afogados da ingazeira;PE;;;-7.749231126194527;-37.63685582174986
25931;mage;RJ;;;-22.62755625299997;-43.159941619999984
55680;bonito;PE;;;-8.473676140874986;-35.72753876215729
8780;mogi das cruzes;SP;;;-23.5214492199589;-46.17673150042012
57044;maceio;AL;;;-9.628637859687684;-35.711383695966674
49000;aracaju;SE;;;-11.016452999999956;-37.07585637999995
31545;belo horizonte;MG;;;-19.8379260903476;-44.00705499636726
62755;ocara;CE;;;-4.48662102553753;-38.59571797110946
19812;assis;SP;;;-22.637181984894323;-50.39719349829197
45055;vitoria da conquista;BA;;;-14.846698538003023;-40.8478507013786
2226;sao paulo;SP;;;-23.484632448237065;-46.57191858451151
45920;nova vicosa;BA;;;-17.891522168784007;-39.37094244016125
76510;crixas;GO;;;-14.542288259818111;-49.97393540908738
58840;pombal;PB;;;-6.767805037736034;-37.80071882007359
36300;sao joao del rei;MG;;;-21.139883727999347;-44.268940126146894
66831;belem;PA;;;-1.3558068753822978;-48.46602787996992
76908;ji-parana;RO;;;-10.882510303598329;-61.92569214064854
83411;colombo;PR;;;-25.34346492470953;-49.16327640658161
45992;teixeira de freitas;BA;;;-17.543541535226055;-39.74327274908316
55814;carpina;PE;;;-7.845083036047171;-35.25775907209436
35120;itanhomi;MG;;;-19.17145995800582;-41.86468868452949
70830;brasilia;DF;;;-15.777625500000005;-47.87400825
35041;governador valadares;MG;;;-18.892159876932304;-41.95273608832108
6341;carapicuiba;SP;;;-23.57241932843741;-46.81653106742156
19020;presidente prudente;SP;;;-22.13651597360134;-51.396204302534905
25243;duque de caxias;RJ;;;-22.66088516023277;-43.29016035196246
85530;clevelandia;PR;;;-26.393086264534976;-52.33882436951645
2471;sao paulo;SP;;;-23.48117042353855;-46.655415131138575
57210;piacabucu;AL;;;-10.405836974901254;-36.42901526334425
3307;sao paulo;SP;;;-23.54672346932889;-46.57400131986845
40270;salvador;BA;;;-12.968337245732986;-38.49201656444151
71615;brasilia;DF;;;-15.849651258670455;-47.90234473229852
87770;sao carlos do ivai;PR;;;-23.31526677301588;-52.47872760611005
87340;mambore;PR;;;-24.304112999999997;-52.533738
89835;sao domingos;SC;;;-26.56213449977709;-52.5311856838026
68647;tracuateua;PA;;;-1.0805063735546954;-46.90680818384187
70876;brasilia;DF;;;-15.747798917387597;-47.88476687608139
59575;extremoz;RN;;;-5.705777547533375;-35.29998432943852
88901;ararangua;SC;;;-28.940918963179666;-49.49582082677826
46770;iramaia;BA;;;-13.29208251191042;-40.95399252382085
58320;alhandra;PB;;;-7.424419818893402;-34.91045276838518
4734;sao paulo;SP;;;-23.64666879464098;-46.70170205392939
3811;sao paulo;SP;;;-23.49219983458364;-46.483932860811336
1425;sao paulo;SP;;;-23.572330354982963;-46.66082327699232
95918;serio;RS;;;-29.3828340679584;-52.27207559924254
3040;sao paulo;SP;;;-23.550723623891194;-46.622536459849165
13633;pirassununga;SP;;;-22.009073454399637;-47.43894310790179
25020;duque de caxias;RJ;;;-22.78420528628237;-43.31477950055586
3479;sao paulo;SP;;;-23.573883908130885;-46.50783695490215
17230;itapui;SP;;;-22.23625902550063;-48.72307610479663
40340;salvador;BA;;;-12.953999418024084;-38.48304604463721
93130;sao leopoldo;RS;;;-29.747926474225835;-51.15495231553815
36328;santa cruz de minas;MG;;;-21.123999143404927;-44.23122535042093
58884;catole do rocha;PB;;;-6.351909289510704;-37.75181651385692
35986;sao jose do goiabal;MG;;;-19.921546109723863;-42.71561654498163
70610;brasilia;DF;;;-15.79596441541089;-47.91128271960153
6335;carapicuiba;SP;;;-23.55579745357485;-46.83153865675117
29745;sao domingos do norte;ES;;;-19.14712614516939;-40.62141283669344
13382;nova odessa;SP;;;-22.802054627807152;-47.30784990256127
6470;barueri;SP;;;-23.497234203764677;-46.8592171116581
5184;sao paulo;SP;;;-23.657006211754563;-46.69464166351906
35437;diogo de vasconcelos;MG;;;-20.489414857024457;-43.19909444600368
63240;abaiara;CE;;;-7.3414919999999455;-39.02446249999997
89188;agronomica;SC;;;-27.264562930274323;-49.71090723372474
27113;barra do pirai;RJ;;;-22.46516941183336;-43.8326283150137
6868;itapecerica da serra;SP;;;-23.7490929682216;-46.79385532943427
8725;mogi das cruzes;SP;;;-23.560212773778616;-46.181769683134014
36108;ewbank da camara;MG;;;-21.549699536602617;-43.50910222835217
3101;sao paulo;SP;;;-23.553991655288808;-46.613591754775314
55515;amaraji;PE;;;-8.382198401987715;-35.45034741596354
88745;capivari de baixo;SC;;;-28.451195796978386;-48.9480281963324
7180;guarulhos;SP;;;-23.45311768995765;-46.4744416242606
41130;salvador;BA;;;-12.97475359838998;-38.4543338315252
15920;vista alegre do alto;SP;;;-21.17381047413771;-48.63200338456181
76962;cacoal;RO;;;-11.434213945940844;-61.462924297325365
4017;sao paulo;SP;;;-23.58877701165676;-46.6391512610364
9391;maua;SP;;;-23.65061675956269;-46.44785358938896
7402;aruja;SP;;;-23.39591131724272;-46.31899827976228
8190;sao paulo;SP;;;-23.48870639938831;-46.395040133360254
7215;guarulhos;SP;;;-23.472999;-46.43944199999999
28630;nova friburgo;RJ;;;-22.262246907755888;-42.53263473187971
3448;sao paulo;SP;;;-23.55326966472387;-46.52063010935424
3014;sao paulo;SP;;;-23.539141277829035;-46.60729795115125
58970;conceicao;PB;;;-7.557180011994394;-38.508656616624
36031;juiz de fora;MG;;;-21.790687704137564;-43.35245517499566
9855;sao bernardo do campo;SP;;;-23.731357568411365;-46.58907577073124
19814;assis;SP;;;-22.64961538190318;-50.406862966414685
50910;recife;PE;;;-8.080459627531882;-34.93856877047144
32616;betim;MG;;;-19.940885586309644;-44.25627921445654
89257;jaragua do sul;SC;;;-26.45975014526704;-49.0403656214996
2433;sao paulo;SP;;;-23.4806576014484;-46.636674914796
97543;alegrete;RS;;;-29.80050445204419;-55.79828161835262
65604;caxias;MA;;;-4.869250334885917;-43.337145489535885
63106;crato;CE;;;-7.249890885910003;-39.41879565337906
86183;cambe;PR;;;-23.26200369953909;-51.256513286633535
66840;belem;PA;;;-1.3814706747071943;-48.43791715543303
17501;marilia;SP;;;-22.223228144324537;-49.95089175437127
64046;teresina;PI;;;-5.082343423866023;-42.7731387016787
44067;feira de santana;BA;;;-12.236089997778295;-38.921212561746266
73150;brasilia;DF;;;-15.791400649460424;-47.84936509587982
9913;diadema;SP;;;-23.68464769605881;-46.62947754509782
56903;serra talhada;PE;;;-7.98942972126217;-38.28899319677021
86078;londrina;PR;;;-23.27397904633858;-51.15695678198399
88809;criciuma;SC;;;-28.6818435;-49.38450974999999
5883;sao paulo;SP;;;-23.67757760408092;-46.7784201147977
79970;eldorado;MS;;;-23.78273533580813;-54.28658174603687
17290;macatuba;SP;;;-22.50137476856727;-48.707334186318725
97900;cerro largo;RS;;;-28.14704544762608;-54.73552046611099
60337;fortaleza;CE;;;-3.711201265335558;-38.56537569525074
1221;sao paulo;SP;;;-23.54601532944774;-46.64900196003804
4159;sao paulo;SP;;;-23.62210027061567;-46.60723953497029
72669;brasilia;DF;;;-15.793363257833736;-47.84922424340701
75880;paranaiguara;GO;;;-18.912936947217958;-50.65486071229323
4288;sao paulo;SP;;;-23.61010867721736;-46.612242581049074
78035;cuiaba;MT;;;-15.604798499999994;-56.13063975
37564;borda da mata;MG;;;-22.264093569966427;-46.15856420525942
8745;mogi das cruzes;SP;;;-23.54515787877252;-46.240023456139824
35123;capitao andrade;MG;;;-19.065156822150552;-41.85868921438424
65280;candido mendes;MA;;;-1.4560569362390725;-45.72708773150649
83075;sao jose dos pinhais;PR;;;-25.52257554902293;-49.09714820041269
92412;canoas;RS;;;-29.89597695920133;-51.14571254440535
17190;reginopolis;SP;;;-21.886804297120783;-49.221909036822886
18408;itapeva;SP;;;-24.001989630661942;-48.90168669143151
72874;valparaiso de goias;GO;;;-16.120382362462855;-47.96940480004987
9404;ribeirao pires;SP;;;-23.682426164462303;-46.41716622339997
76993;colorado do oeste;RO;;;-13.11041974246704;-60.55232093849874
5319;sao paulo;SP;;;-23.543369802772908;-46.73227360417187
60867;fortaleza;CE;;;-3.808614779483489;-38.5198622447594
44023;feira de santana;BA;;;-12.251390301690824;-38.97488576894224
14490;rifaina;SP;;;-20.08001891494805;-47.42292592174261
73350;brasilia;DF;;;-15.612180691171176;-47.64791849543519
29041;vitoria;ES;;;-20.309494455870983;-40.31444450969937
76871;ariquemes;RO;;;-9.88950942020648;-63.03632163064878
4167;sao paulo;SP;;;-23.63536245767212;-46.61871472315191
53090;olinda;PE;;;-7.954856297535882;-34.85269814195861
3186;sao paulo;SP;;;-23.567258514570952;-46.58312233236194
29702;colatina;ES;;;-19.538748926610737;-40.633104240232406
70232;brasilia;DF;;;-15.805517981282913;-47.88548225151987
1006;sao paulo;SP;;;-23.55052430835593;-46.63669363835193
38017;uberaba;MG;;;-19.741322933666112;-47.92411475214959
85880;itaipulandia;PR;;;-25.137586656946542;-54.29549226248378
2423;sao paulo;SP;;;-23.469173790178296;-46.63497713128279
7794;cajamar;SP;;;-23.4161044508218;-46.82095139406629
68511;maraba;PA;;;;
2406;sao paulo;SP;;;-23.488178521784317;-46.62869344463039
1009;sao paulo;SP;;;-23.54693540437998;-46.63658792659698
89530;frei rogerio;SC;;;-27.17566510161734;-50.80837236822696
88125;sao pedro de alcantara;SC;;;-27.568343032183098;-48.790032677429565
74672;goiania;GO;;;-16.635658373806564;-49.23047360452956
56640;custodia;PE;;;-8.093576009155354;-37.65041050065395
24465;sao goncalo;RJ;;;-22.82400101237868;-43.05656386425214
94020;gravatai;RS;;;-29.9340890774044;-51.00763699513621
1248;sao paulo;SP;;;-23.547307547319537;-46.66789155107045
36580;teixeiras;MG;;;-20.65774684630748;-42.8538524129238
44088;feira de santana;BA;;;-12.275655592466896;-38.95602104421829
81630;curitiba;PR;;;-25.484788854838737;-49.25536574672524
23931;angra dos reis;RJ;;;-22.98571302087416;-44.30520464841254
2308;sao paulo;SP;;;-23.47563293005943;-46.60151528864907
2115;sao paulo;SP;;;-23.526499508561297;-46.59188593503609
11708;praia grande;SP;;;-24.07272652039933;-46.57700934179699
68525;bom jesus do tocantins;PA;;;-5.0499722168150765;-48.59785300543192
53360;olinda;PE;;;-7.9790113093811215;-34.883360255374775
53170;olinda;PE;;;-7.987256172629724;-34.91083996433721
90110;porto alegre;RS;;;-30.04143095697963;-51.22877353817293
24876;itaborai;RJ;;;-22.7125342435385;-42.89540473111652
58423;campina grande;PB;;;-7.255630060852107;-35.93488838974949
15860;ibira;SP;;;-21.08267019848623;-49.23320623450742
70867;brasilia;DF;;;-15.748279707817714;-47.88223531163988
16025;aracatuba;SP;;;-21.211056293204475;-50.46139197317208
6428;barueri;SP;;;-23.496147234669607;-46.96217289811124
89210;joinville;SC;;;-26.332309917017685;-48.821610195394975
3169;sao paulo;SP;;;-23.55054670858096;-46.59519443311784
3988;sao paulo;SP;;;-23.60336798112987;-46.51002320053089
5334;sao paulo;SP;;;-23.546476863465735;-46.74783490925605
59780;caraubas;RN;;;-5.801016329339574;-37.56153059735327
89112;gaspar;SC;;;-26.94640707690269;-48.94918364263056
77064;palmas;TO;;;-10.342336049170616;-48.29559614027752
38184;araxa;MG;;;-19.60662568649961;-46.943755496310565
55014;caruaru;PE;;;-8.272907999999997;-35.976804749999985
47650;correntina;BA;;;-13.341198797625974;-44.6346609896536
60713;fortaleza;CE;;;-3.797276610264443;-38.58371452603109
67113;ananindeua;PA;;;-1.3771538267361845;-48.42040092554289
15056;sao jose do rio preto;SP;;;-20.77506553244082;-49.3482776590689
35690;florestal;MG;;;-19.887875859874217;-44.43538917946817
9521;sao caetano do sul;SP;;;-23.610375000000005;-46.57433099278665
25995;teresopolis;RJ;;;-22.379789300034645;-42.92663232690309
7749;caieiras;SP;;;-23.385689614726992;-46.7393390368175
13736;mococa;SP;;;-21.479141419872427;-47.00307581309471
38720;lagoa formosa;MG;;;-18.77988359592747;-46.40558204562605
18406;itapeva;SP;;;-23.994830377122053;-48.8909989492218
85860;foz do iguacu;PR;;;-25.50066778347379;-54.56765079661093
38183;araxa;MG;;;-19.5910731707997;-46.945463447657474
24310;niteroi;RJ;;;-22.90890354397097;-43.06335936314921
12944;atibaia;SP;;;-23.10083372439267;-46.55334887039065
7810;franco da rocha;SP;;;-23.327944593668764;-46.7649382331396
78735;rondonopolis;MT;;;-16.470806364123597;-54.6058819518061
32641;betim;MG;;;-20.02886799961171;-44.23063506625479
58475;queimadas;PB;;;-7.353397003889961;-35.90103084152794
87111;sarandi;PR;;;-23.45643088849288;-51.86636940192774
64003;teresina;PI;;;-5.080876624947028;-42.819395080925325
18650;sao manuel;SP;;;-22.727403202155887;-48.60008416203543
65047;sao luis;MA;;;-2.5386249969027546;-44.255950160153326
25810;tres rios;RJ;;;-22.088978530632986;-43.22093898689703
9782;sao bernardo do campo;SP;;;-23.701946825881567;-46.569023848338006
8770;mogi das cruzes;SP;;;-23.52076220373141;-46.203414122891736
50791;recife;PE;;;-8.085639899991625;-34.969933235613944
83706;araucaria;PR;;;-25.545000522905305;-49.38387592272248
74455;goiania;GO;;;-16.673420682489265;-49.32278866785936
56980;mirandiba;PE;;;-8.122057687725043;-38.729256374215545
65940;grajau;MA;;;-5.814610428046795;-46.1428008686233
23946;angra dos reis;RJ;;;-22.974517828715573;-44.44355450504452
87047;maringa;PR;;;-23.41000679702781;-51.88262571961486
83503;almirante tamandare;PR;;;-25.33160032638932;-49.27717645934557
60863;fortaleza;CE;;;-3.8258585145426167;-38.51554133075649
45604;itabuna;BA;;;-14.766503521784308;-39.2613705
29157;cariacica;ES;;;-20.25558905046988;-40.382958025904216
78250;pontes e lacerda;MT;;;-15.228087212204525;-59.3368078603097
75925;castelandia;GO;;;-18.090976503519045;-50.225451480484125
36212;barroso;MG;;;-21.189776579896712;-43.97438376637962
5594;sao paulo;SP;;;-23.582604528253924;-46.73785580900351
29162;serra;ES;;;-20.20211616541636;-40.27191860450682
20960;rio de janeiro;RJ;;;-22.901286792948245;-43.24464852790116
57442;olho d'agua das flores;AL;;;-9.53380482124702;-37.29157318632056
58062;joao pessoa;PB;;;-7.204646535114509;-34.83798295322872
8660;suzano;SP;;;-23.56120814486253;-46.336239622830135
78725;rondonopolis;MT;;;-16.44474318073705;-54.61625974781423
71218;brasilia;DF;;;-15.81712781373276;-47.96469535055899
14735;severinia;SP;;;-20.81327575325975;-48.80426016516554
64206;parnaiba;PI;;;-2.9008017794034693;-41.75622235541302
11442;guaruja;SP;;;-23.978624736621192;-46.2155448966947
95611;taquara;RS;;;-29.64387851457095;-50.7801597485429
16022;aracatuba;SP;;;-21.235015152374626;-50.46798178227244
76906;ji-parana;RO;;;-10.857469741566884;-61.95237457657395
38190;sacramento;MG;;;-19.866903334981423;-47.44051696090157
38730;guimarania;MG;;;-18.84908137584198;-46.78633631207901
40470;salvador;BA;;;-12.921723498466193;-38.484962640001065
63530;carius;CE;;;-6.538167753867774;-39.49550692249821
72910;aguas lindas de goias;GO;;;-15.703843499999994;-48.27793725000001
83055;sao jose dos pinhais;PR;;;-25.487067530671105;-49.15828868137229
57039;maceio;AL;;;-9.584741797104074;-35.664280436959295
89590;arroio trinta;SC;;;-26.93111132827164;-51.3340498507086
90160;porto alegre;RS;;;-30.049304469328888;-51.213159697876485
46570;botupora;BA;;;-13.377568510205474;-42.52887156986038
9561;sao caetano do sul;SP;;;-23.635420040798664;-46.557697421316846
95630;parobe;RS;;;-29.63496095960441;-50.84224357977237
6533;santana de parnaiba;SP;;;-23.42303512236423;-46.87495501153354
46980;iraquara;BA;;;-12.279907080447131;-41.5161318877817
84150;sao joao do triunfo;PR;;;-25.68038290991609;-50.29838170749122
64690;fronteiras;PI;;;-7.086869326629029;-40.611345202736665
79304;corumba;MS;;;-19.00382449455019;-57.629789938359416
36640;mar de espanha;MG;;;-21.860432460895638;-43.00583140350152
78080;cuiaba;MT;;;-15.620524692687455;-56.05417421468244
14980;sales;SP;;;-21.339803136118363;-49.4954618429649
13046;campinas;SP;;;-22.938586438802;-47.018750359282144
13972;itapira;SP;;;-22.433272354448736;-46.81770035287661
85887;matelandia;PR;;;-25.24311798337787;-53.98486573327039
88801;criciuma;SC;;;-28.673779235468725;-49.37314563727728
70236;brasilia;DF;;;-15.807775499999993;-47.88551250000001
95043;caxias do sul;RS;;;-29.13979854399035;-51.17723746491975
86170;sertanopolis;PR;;;-23.060541192225852;-51.03218870823536
25821;tres rios;RJ;;;-22.115448674116767;-43.19741101838719
11463;guaruja;SP;;;-23.950932721178624;-46.29794168839796
37450;aiuruoca;MG;;;-21.980415669844405;-44.60631653119611
93135;sao leopoldo;RS;;;-29.72751166708342;-51.17677291132294
4470;sao paulo;SP;;;-23.711670838190315;-46.65178128365743
62770;pacoti;CE;;;-4.224936243027124;-38.92043764740593
3104;sao paulo;SP;;;-23.553575412718512;-46.62211553427778
16270;glicerio;SP;;;-21.378578914665614;-50.20905983804551
77023;palmas;TO;;;-10.237408050455771;-48.31848785916024
26296;nova iguacu;RJ;;;-22.811012677258788;-43.60444551631885
55026;caruaru;PE;;;-8.299259845801828;-35.958063004070524
8391;sao paulo;SP;;;-23.85920023380768;-46.708474228442746
98640;crissiumal;RS;;;-27.49902255300877;-54.108769770932575
41207;salvador;BA;;;-12.94111814627751;-38.45085340701846
89259;jaragua do sul;SC;;;-26.49816628796401;-49.08619647149698
75843;portelandia;GO;;;-17.357162303098534;-52.67826404549904
2174;sao paulo;SP;;;-23.523062564007805;-46.57189679679223
5863;sao paulo;SP;;;-23.67604623980033;-46.76574141618096
15220;mendonca;SP;;;-21.184653760852598;-49.58394845250138
37160;campos gerais;MG;;;-21.23622870503795;-45.75624234788238
86930;sao joao do ivai;PR;;;-23.99206040691;-51.8243208777732
83035;sao jose dos pinhais;PR;;;-25.51827561281671;-49.20375639800334
53250;olinda;PE;;;-7.985571711823462;-34.85333669245531
49360;boquim;SE;;;-11.152745359374956;-37.61751460056396
